row_index,video_id,rally_id,event_rank,clip_id,feature_alias_source_clip_id,feature_source,window_strategy,player_order,event_offset_frames,window_start_original,window_end_original,original_len,video_len_after_collation,joints_npy,pos_npy,shuttle_npy,source_video,validity_npz,zero_pose_frames,zero_pose_rate,pose_missing_rate,position_missing_rate,p1_pose_valid_rate,p2_pose_valid_rate,p1_position_valid_rate,p2_position_valid_rate,both_pose_missing_rate,both_position_missing_rate,pose_tensor_zero_rate,position_tensor_zero_rate,shuttle_visible_frames,shuttle_visible_rate,player_pos_out_of_unit_range,player_side_inconsistent_rate,quality_group,has_phase02_label,stable_key,match_id,set_id,gt_rally_id,ball_round_id,event_frame_original,event_frame_source,stroke_type_ground_truth,player,server,true_label,true_label_name,reference_split
28,41,5,8,41_1_5_8,,yolo26x_tracked,bst-compatible,"Top,Bottom",45,11895,11960,66,66,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_8_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_8_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_8_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.097594,0.000000,60,0.909091,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:5:8,41,1,5,8,11940,phase09_exact,smash,B,2,15,Bottom_smash,val
29,41,5,9,41_1_5_9,,yolo26x_tracked,bst-compatible,"Top,Bottom",14,11940,11986,47,47,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_9_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_9_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_9_validity.npz,8,0.18085099999999998,0.18085099999999998,0.18085099999999998,0.638298,1.000000,0.638298,1.000000,0.000000,0.000000,0.28035,0.180851,47,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:5:9,41,1,5,9,11954,phase09_exact,return net,A,2,2,Top_return net,val
30,41,5,10,41_1_5_10,,yolo26x_tracked,bst-compatible,"Top,Bottom",26,11954,12000,47,47,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_10_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_10_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_10_validity.npz,8,0.18085099999999998,0.18085099999999998,0.18085099999999998,0.638298,1.000000,0.638298,1.000000,0.000000,0.000000,0.286921,0.180851,47,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:5:10,41,1,5,10,11980,phase09_exact,rush,B,2,21,Bottom_rush,val
31,41,5,11,41_1_5_11,,yolo26x_tracked,bst-compatible,"Top,Bottom",14,11980,12008,29,29,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_11_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_11_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_5_11_validity.npz,4,0.13793100000000003,0.13793100000000003,0.13793100000000003,0.724138,1.000000,0.724138,1.000000,0.000000,0.000000,0.23428,0.137931,29,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:5:11,41,1,5,11,11994,phase09_exact,return net,A,3,2,Top_return net,val
32,41,6,1,41_1_6_3,,yolo26x_tracked,bst-compatible,"Top,Bottom",15,12755,12813,59,59,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_3_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_3_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_3_validity.npz,20,0.3474575,0.3474575,0.3474575,0.305085,1.000000,0.305085,1.000000,0.000000,0.000000,0.427966,0.347458,59,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:1:6:3,41,1,6,3,12770,phase09_exact,clear,B,2,17,Bottom_clear,val
33,41,6,2,41_1_6_4,,yolo26x_tracked,bst-compatible,"Top,Bottom",37,12770,12834,65,65,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_4_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_4_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_4_validity.npz,23,0.34615399999999996,0.34615399999999996,0.34615399999999996,0.307692,1.000000,0.307692,1.000000,0.000000,0.000000,0.435068,0.346154,65,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:1:6:4,41,1,6,4,12807,phase09_exact,drop,A,2,7,Top_drop,val
34,41,6,3,41_1_6_5,,yolo26x_tracked,bst-compatible,"Top,Bottom",21,12807,12864,58,58,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_5_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_5_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_5_validity.npz,25,0.439655,0.439655,0.439655,0.120690,1.000000,0.120690,1.000000,0.000000,0.000000,0.528398,0.439655,58,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:1:6:5,41,1,6,5,12828,phase09_exact,cross-court net shot,B,2,22,Bottom_cross-court net shot,val
35,41,6,4,41_1_6_6,,yolo26x_tracked,bst-compatible,"Top,Bottom",30,12828,12897,70,70,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_6_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_6_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_6_validity.npz,18,0.257143,0.257143,0.257143,0.485714,1.000000,0.485714,1.000000,0.000000,0.000000,0.339706,0.257143,70,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:1:6:6,41,1,6,6,12858,phase09_exact,lob,A,2,4,Top_lob,val
36,41,6,5,41_1_6_7,,yolo26x_tracked,bst-compatible,"Top,Bottom",33,12858,12925,68,68,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_7_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_7_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_7_validity.npz,3,0.04411750000000003,0.04411750000000003,0.04411750000000003,0.911765,1.000000,0.911765,1.000000,0.000000,0.000000,0.133434,0.044118,68,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:6:7,41,1,6,7,12891,phase09_exact,passive drop,B,2,19,Bottom_drop,val
37,41,6,6,41_1_6_8,,yolo26x_tracked,bst-compatible,"Top,Bottom",28,12891,12953,63,63,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_8_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_8_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_8_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.10084,0.000000,63,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:6:8,41,1,6,8,12919,phase09_exact,net shot,A,2,1,Top_net shot,val
38,41,6,7,41_1_6_9,,yolo26x_tracked,bst-compatible,"Top,Bottom",28,12919,12961,43,43,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_9_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_9_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_6_9_validity.npz,2,0.04651150000000004,0.04651150000000004,0.04651150000000004,0.906977,1.000000,0.906977,1.000000,0.000000,0.000000,0.148085,0.046512,43,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:6:9,41,1,6,9,12947,phase09_exact,cross-court net shot,B,3,22,Bottom_cross-court net shot,val
39,41,7,1,41_1_7_3,,yolo26x_tracked,bst-compatible,"Top,Bottom",15,13487,13546,60,60,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_3_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_3_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_3_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.113235,0.000000,47,0.783333,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:3,41,1,7,3,13502,phase09_exact,lob,B,2,16,Bottom_lob,val
40,41,7,2,41_1_7_4,,yolo26x_tracked,bst-compatible,"Top,Bottom",38,13502,13571,70,70,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_4_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_4_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_4_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.109034,0.000000,70,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:4,41,1,7,4,13540,phase09_exact,passive drop,A,2,7,Top_drop,val
41,41,7,3,41_1_7_5,,yolo26x_tracked,bst-compatible,"Top,Bottom",25,13540,13585,46,46,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_5_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_5_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_5_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.105818,0.000000,46,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:5,41,1,7,5,13565,phase09_exact,push,B,2,20,Bottom_push,val
42,41,7,4,41_1_7_6,,yolo26x_tracked,bst-compatible,"Top,Bottom",14,13565,13599,35,35,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_6_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_6_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_6_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.095798,0.000000,35,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:6,41,1,7,6,13579,phase09_exact,return net,A,2,2,Top_return net,val
43,41,7,5,41_1_7_7,,yolo26x_tracked,bst-compatible,"Top,Bottom",14,13579,13616,38,38,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_7_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_7_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_7_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.108359,0.000000,38,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:7,41,1,7,7,13593,phase09_exact,drive,B,2,18,Bottom_drive,val
44,41,7,6,41_1_7_8,,yolo26x_tracked,bst-compatible,"Top,Bottom",17,13593,13641,49,49,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_8_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_8_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_8_validity.npz,6,0.13265300000000002,0.13265300000000002,0.13265300000000002,0.734694,1.000000,0.734694,1.000000,0.000000,0.000000,0.239496,0.132653,49,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:8,41,1,7,8,13610,phase09_exact,return net,A,2,2,Top_return net,val
45,41,7,7,41_1_7_9,,yolo26x_tracked,bst-compatible,"Top,Bottom",25,13610,13675,66,66,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_9_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_9_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_9_validity.npz,7,0.09848499999999993,0.09848499999999993,0.09848499999999993,0.803030,1.000000,0.803030,1.000000,0.000000,0.000000,0.202763,0.098485,66,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:9,41,1,7,9,13635,phase09_exact,lob,B,2,16,Bottom_lob,val
46,41,7,8,41_1_7_10,,yolo26x_tracked,bst-compatible,"Top,Bottom",34,13635,13709,75,75,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_10_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_10_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_10_validity.npz,9,0.12666650000000002,0.12666650000000002,0.12666650000000002,0.746667,1.000000,0.746667,1.000000,0.000000,0.000000,0.218039,0.126667,75,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:10,41,1,7,10,13669,phase09_exact,clear,A,2,5,Top_clear,val
47,41,7,9,41_1_7_11,,yolo26x_tracked,bst-compatible,"Top,Bottom",34,13669,13741,73,73,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_11_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_11_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_11_validity.npz,9,0.1232875,0.1232875,0.1232875,0.753425,1.000000,0.753425,1.000000,0.000000,0.000000,0.215955,0.123288,73,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:11,41,1,7,11,13703,phase09_exact,clear,B,2,17,Bottom_clear,val
48,41,7,10,41_1_7_12,,yolo26x_tracked,bst-compatible,"Top,Bottom",32,13703,13756,54,54,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_12_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_12_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_12_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_12_validity.npz,11,0.19444450000000002,0.19444450000000002,0.19444450000000002,0.611111,1.000000,0.611111,1.000000,0.000000,0.000000,0.279956,0.194444,54,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:12,41,1,7,12,13735,phase09_exact,smash,A,2,3,Top_smash,val
49,41,7,11,41_1_7_13,,yolo26x_tracked,bst-compatible,"Top,Bottom",15,13735,13786,52,52,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_13_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_13_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_13_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_13_validity.npz,21,0.394231,0.394231,0.394231,0.211538,1.000000,0.211538,1.000000,0.000000,0.000000,0.479355,0.394231,52,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:1:7:13,41,1,7,13,13750,phase09_exact,return net,B,2,14,Bottom_return net,val
50,41,7,12,41_1_7_14,,yolo26x_tracked,bst-compatible,"Top,Bottom",30,13750,13797,48,48,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_14_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_14_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_14_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_14_validity.npz,11,0.22916650000000005,0.22916650000000005,0.22916650000000005,0.541667,1.000000,0.541667,1.000000,0.000000,0.000000,0.318934,0.229167,48,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:14,41,1,7,14,13780,phase09_exact,rush,A,2,9,Top_rush,val
51,41,7,13,41_1_7_15,,yolo26x_tracked,bst-compatible,"Top,Bottom",11,13780,13809,30,30,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_15_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_15_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_15_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_15_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.097059,0.000000,30,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:15,41,1,7,15,13791,phase09_exact,defensive return drive,B,2,18,Bottom_drive,val
52,41,7,14,41_1_7_16,,yolo26x_tracked,bst-compatible,"Top,Bottom",12,13791,13821,31,31,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_16_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_16_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_16_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_16_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.095825,0.000000,31,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:16,41,1,7,16,13803,phase09_exact,wrist smash,A,2,3,Top_smash,val
53,41,7,15,41_1_7_17,,yolo26x_tracked,bst-compatible,"Top,Bottom",12,13803,13845,43,43,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_17_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_17_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_17_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_17_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.108755,0.000000,43,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:17,41,1,7,17,13815,phase09_exact,defensive return lob,B,2,16,Bottom_lob,val
54,41,7,16,41_1_7_18,,yolo26x_tracked,bst-compatible,"Top,Bottom",24,13815,13853,39,39,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_18_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_18_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_18_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_7_18_validity.npz,4,0.10256399999999999,0.10256399999999999,0.10256399999999999,0.794872,1.000000,0.794872,1.000000,0.000000,0.000000,0.205882,0.102564,39,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:7:18,41,1,7,18,13839,phase09_exact,smash,A,3,3,Top_smash,val
55,41,8,1,41_1_8_4,,yolo26x_tracked,bst-compatible,"Top,Bottom",15,14363,14403,41,41,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_8_4_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_8_4_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_8_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_8_4_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.092181,0.000000,34,0.829268,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:8:4,41,1,8,4,14378,phase09_exact,return net,B,2,14,Bottom_return net,val
56,41,8,2,41_1_8_5,,yolo26x_tracked,bst-compatible,"Top,Bottom",19,14378,14429,52,52,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_8_5_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_8_5_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_8_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_8_5_validity.npz,1,0.028845999999999927,0.028845999999999927,0.028845999999999927,1.000000,0.942308,1.000000,0.942308,0.000000,0.000000,0.119061,0.028846,52,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:8:5,41,1,8,5,14397,phase09_exact,net shot,A,2,1,Top_net shot,val
